aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,merchant_id,category_name,category_id,aw_image_url,currency,store_price,delivery_cost,merchant_deep_link,language,last_updated,display_price,data_feed_id,rrp_price,saving,savings_percent,base_price,base_price_amount,base_price_text,product_price_old
https://www.awin1.com/pclick.php?p=43036517343&a=3093907&m=81383,"Mesa Bancada Ilha para Cozinha Miami Carraro Preto Touch",43036517343,12513003,,,,423.9,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12513003,,,BRL423.9,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517344&a=3093907&m=81383,"Torre Quente Miami para 1 Forno 4 Portas Carraro Freijó",43036517344,12514001,,,,586.95,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12514001,,,BRL586.95,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517345&a=3093907&m=81383,"Torre Quente Miami para 1 Forno 4 Portas Carraro Branco",43036517345,12514002,,,,586.95,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12514002,,,BRL586.95,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517346&a=3093907&m=81383,"Torre Quente Miami para 1 Forno 4 Portas Carraro Preto Touch",43036517346,12514003,,,,586.95,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12514003,,,BRL586.95,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517347&a=3093907&m=81383,"Torre Quente Miami para 1 Forno 4 Portas Carraro Freijó com Off White",43036517347,12514004,,,,586.95,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12514004,,,BRL586.95,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517348&a=3093907&m=81383,"Armário Aéreo de Cozinha 120 cm 2 Pts de Vidro e 1 Pta MDF Milla Carraro Branco",43036517348,12600001,,,,619.55,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12600001,,,BRL619.55,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517349&a=3093907&m=81383,"Armário Aéreo de Cozinha 120 cm 2 Pts de Vidro e 1 Pta Milla Carraro Nogal com Cinza Titânio",43036517349,12600002,,,,619.55,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12600002,,,BRL619.55,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517350&a=3093907&m=81383,"Armário Aéreo de Cozinha 120 cm 3 Portas MDF Milla Carraro Branco",43036517350,12601001,,,,489.12,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12601001,,,BRL489.12,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517351&a=3093907&m=81383,"Armário Aéreo de Cozinha 120 cm 3 Portas Milla Carraro Nogal com Cinza Titânio",43036517351,12601002,,,,489.12,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12601002,,,BRL489.12,111390,,,,,,,
https://www.awin1.com/pclick.php?p=43036517352&a=3093907&m=81383,"Armário Aéreo de Cozinha 80 cm 2 Portas MDF Milla Carraro Branco",43036517352,12602001,,,,347.82,"Carraro BR",81383,,,https://images2.productserve.com/noimage.gif,BRL,,,https://loja.carraro.com.br/produto/12602001,,,BRL347.82,111390,,,,,,,
